game_state_id;game_id;time_elapsed;score;lives;pacman_attack;Pacman_X;Pacman_Y;Ghost1_X;Ghost1_Y;Ghost2_X;Ghost2_Y;Ghost3_X;Ghost3_Y;Ghost4_X;Ghost4_Y;ghost1_state;ghost2_state;ghost3_state;ghost4_state;powerPellets;pellets;powerpelletstate_1;powerpelletstate_2;powerpelletstate_3;powerpelletstate_4
22;1;5.738953590393066;210;3;0;6.4228911399841;8.4977655410767;7.950713634491;8.5007638931274;-2;-0.67784678936005;9.0247478485107;-0.4992967247963;2;-0.67784678936005;1;0;1;0;4;223;0;0;0;0
23;1;5.989436149597168;230;3;0;4.390341758728;8.4963283538818;7.4991936683655;9.8945245742798;-2;0.09784671664238;10.8559923172;-0.49923884868622;2;0.09784671664238;1;0;1;0;4;221;0;0;0;0
24;1;6.238903999328613;250;3;0;2.5309135913849;8.5006341934204;7.5005054473877;11.57453918457;-2;-1.5821532011032;12.527388572693;-0.49938413500786;2;-1.5821532011032;1;0;1;0;4;219;0;0;0;0
25;1;6.489606857299805;270;3;0;0.51133072376251;8.4997491836548;8.4339599609375;12.501733779907;-2;0.16215316951275;-12.902914047241;-0.49818390607834;2;0.16215316951275;1;0;1;0;4;217;0;0;0;0
26;1;6.738359451293945;290;3;0;-1.3756693601608;8.5165996551514;10.103484153748;12.5008020401;-2;-0.60215324163437;-11.239142417908;-0.49996545910835;2;-0.60215324163437;1;0;1;0;4;215;0;0;0;0
27;1;6.989031791687012;310;3;0;-3.4211292266846;8.5006875991821;11.894320487976;12.501019477844;-2;-0.81784677505493;-9.6200304031372;-0.50255674123764;2;-0.81784677505493;2;0;1;0;4;213;0;0;0;0
28;1;7.239960670471191;330;3;0;-5.2975721359253;8.498797416687;12.499131202698;11.401303291321;-2;0.37784671783447;-7.9396347999573;-0.49976280331612;2;0.37784671783447;2;0;1;0;4;211;0;0;0;0
29;1;7.488895416259766;350;3;0;-6.7115006446838;8.5014486312866;12.500556945801;9.5813274383545;-2;-1.4421532154083;-7.4991235733032;0.8950372338295;2;-1.4421532154083;2;0;1;0;4;209;0;0;0;0
30;1;7.739697456359863;350;3;0;-4.8177719116211;8.4972724914551;11.851498603821;8.4944124221802;-2;-0.11784683167934;-7.4994893074036;2.5750458240509;2;-0.11784683167934;2;0;1;0;4;209;0;0;0;0
31;1;7.989157676696777;350;3;0;-6.83629322052;8.5009689331055;10.033421516418;8.500509262085;-2;-0.46215325593948;-7.4993472099304;4.3856039047241;2;-0.46215325593948;2;1;1;0;4;209;0;0;0;0
32;1;8.238301277160645;360;3;0;-7.5004172325134;7.243435382843;8.411997795105;8.499794960022;-1.0021609067917;-0.48103573918343;-7.4979939460754;6.0193910598755;2;-1.0978467464447;2;1;1;0;4;208;0;0;0;0
33;1;8.489933013916016;370;2;0;-7.5005512237549;7.0948867797852;6.5857253074646;8.5005102157593;0;-0.5;-7.4994087219238;7.6718053817749;2;0.51784670352936;2;1;1;0;4;207;0;0;0;0
34;1;8.739031791687012;370;2;0;-7.5005512237549;7.0948867797852;4.92897605896;8.4968099594116;0;-0.5;-7.4980835914612;9.2884006500244;2;-1.1621532440186;2;1;1;0;4;207;0;0;0;0
35;1;8.990499496459961;370;2;0;-7.5005512237549;7.0948867797852;3.137478351593;8.5007371902466;0;-0.5;-7.4991593360901;11.091174125671;2;-0.25784683227539;2;1;2;0;4;207;0;0;0;0
36;1;9.238504409790039;370;2;0;-7.5005512237549;7.0948867797852;1.4569226503372;8.5032806396484;0;0.24463459849358;-7.4986114501953;10.925562858582;2;-0.18215328454971;2;1;2;0;4;207;0;0;0;0
37;1;9.488436698913574;370;2;0;-7.5005512237549;7.0948867797852;-0.26815620064735;8.5006380081177;0;0.99465471506119;-7.4997243881226;9.1102666854858;2;-1.2378467321396;2;1;2;0;4;207;0;0;0;0
38;1;9.738774299621582;370;2;0;-7.5005512237549;7.0948867797852;-1.9367008209229;8.4862222671509;0;1.7455358505249;-7.4983825683594;7.4263143539429;2;0.44215315580368;2;1;2;0;4;207;0;0;0;0
39;1;9.98851490020752;370;2;0;-7.5005512237549;7.0948867797852;-3.6575970649719;8.5005865097046;0;2.4945874214172;-7.4994411468506;6.7268877029419;2;-1.0221532583237;2;1;2;0;4;207;0;0;0;0
40;1;10.238299369812012;370;2;0;-7.5005512237549;7.0948867797852;-5.3193159103394;8.5030336380005;1.3981477022171;2.7829253673553;-7.499445438385;7.2870812416077;2;-0.53784680366516;2;1;2;0;4;207;0;0;0;0
41;1;10.489020347595215;370;2;0;-7.5005512237549;7.0948867797852;-7.1393141746521;8.5005626678467;1.50059902668;4.5478668212891;-7.4994440078735;6.8677973747253;2;-0.042153283953667;2;1;2;0;4;207;0;0;0;0
42;1;10.738568305969238;370;2;0;-7.5005512237549;7.0948867797852;-7.5009455680847;7.1456789970398;2.2829024791718;5.500394821167;-7.4994449615479;7.14803647995;2;-1.5178467035294;2;1;2;0;4;207;0;0;0;0
43;1;10.989354133605957;370;2;0;-7.5005512237549;7.0948867797852;-7.4994506835938;7.0061445236206;4.0905752182007;5.5036463737488;-7.4994440078735;7.0089530944824;2;0.3021531701088;2;1;2;0;4;207;0;0;0;0
44;1;11.238432884216309;370;2;0;-7.5005512237549;7.0948867797852;-7.5005507469177;7.0063052177429;4.5005464553833;6.6808094978333;-7.4994449615479;7.0092535018921;2;-0.74215322732925;2;1;2;0;4;207;0;0;0;0
45;1;11.489689826965332;370;2;0;0;-9.4989032745361;-1.538148522377;2.5033524036407;-2;0.24776802957058;0;-1.2477680444717;2;0.24776802957058;1;0;0;0;4;207;0;0;0;0
46;1;11.7387056350708;370;2;0;-0.31999999284744;-9.499098777771;-3.0801122188568;2.5007710456848;-2;-1.4322319030762;0;0.43223184347153;2;-1.4322319030762;1;0;0;0;4;207;0;0;0;0
47;1;11.988591194152832;390;2;0;-1.502716422081;-8.7799005508423;-4.4818277359009;2.0758974552155;-2;0.024754077196121;0;-1.0247540473938;2;0.024754077196121;1;0;0;0;4;205;0;0;0;0
48;1;12.239459037780762;410;2;0;-1.5003840923309;-6.8488607406616;-4.4993004798889;0.44064110517502;-2;-0.46147149801254;0;-0.5385285615921;2;-0.46147149801254;1;0;0;0;4;203;0;0;0;0
49;1;12.48908519744873;430;2;0;-3.1655790805817;-6.4988269805908;-5.4288449287415;-0.50190603733063;-2;-0.95766806602478;0;-0.042332038283348;2;-0.95766806602478;1;0;0;0;4;201;0;0;0;0
50;1;12.738659858703613;440;2;0;-4.4904370307922;-5.8853778839111;-7.1070261001587;-0.49947434663773;-2;0.51789349317551;0;-1.5178935527802;2;0.51789349317551;1;0;0;0;4;200;0;0;0;0
51;1;12.989771842956543;440;2;0;-4.4955043792725;-3.9135212898254;-7.5007553100586;-1.9790599346161;-2;-1.3021063804626;0;0.302106320858;2;-1.3021063804626;1;0;0;0;4;200;0;0;0;0
52;1;13.239537239074707;440;2;0;-4.4997811317444;-1.9689050912857;-7.498291015625;-3.6274042129517;-2;-0.25783455371857;0;-0.74216550588608;2;-0.25783455371857;1;0;0;0;4;200;0;0;0;0
53;1;13.48987865447998;440;2;0;-5.1199316978455;-0.50210213661194;-7.5016393661499;-5.3377294540405;-2;-0.32215005159378;0;-0.79181027412415;2;-0.32215005159378;1;0;1;0;4;200;0;0;0;0
54;1;13.739367485046387;450;2;0;-6.9651918411255;-0.49938178062439;-7.4787845611572;-7.0182752609253;-2;-1.2378458976746;0;-0.53123152256012;2;-1.2378458976746;1;0;1;0;4;199;0;0;0;0
55;1;13.989323616027832;450;2;0;-6.1651926040649;-0.49944013357162;-7.4994330406189;-8.8382272720337;-2;0.58215397596359;0;-0.5;2;0.58215397596359;1;0;1;0;4;199;0;0;0;0
56;1;14.239129066467285;450;2;0;-4.5656380653381;-0.17944154143333;-7.4983611106873;-10.484643936157;-2;-1.0221530199051;0;-0.5;2;-1.0221530199051;1;0;1;0;4;199;0;0;0;0
57;1;14.48946475982666;450;2;0;-4.4998350143433;1.8317687511444;-7.5124559402466;-12.196696281433;-2;-0.39784669876099;0;0.15830019116402;2;-0.39784669876099;1;0;1;0;4;199;0;0;0;0
58;1;14.739663124084473;450;2;0;-3.2392492294312;2.4997658729553;-8.9080905914307;-12.500752449036;-2;-0.042153283953667;0;0.90913653373718;2;-0.042153283953667;1;0;1;0;4;199;0;0;0;0
59;1;14.988999366760254;450;2;0;-1.5581879615784;2.8241059780121;-10.477718353271;-12.359534263611;-2;-1.3778467178345;0;1.6560034751892;2;-1.3778467178345;1;0;1;0;4;199;0;0;0;0
60;1;15.239100456237793;450;2;0;-1.4994113445282;4.6255278587341;-10.49996471405;-10.684965133667;-2;0.3021531701088;0;2.4072141647339;2;0.3021531701088;1;0;1;0;4;199;0;0;0;0
61;1;15.48997974395752;460;2;0;-1.4994043111801;3.8317925930023;-11.169920921326;-9.5008783340454;-2;-0.88215321302414;1.5381484031677;2.5033514499664;2;-0.88215321302414;1;0;1;0;4;198;0;0;0;0
62;1;15.73998737335205;460;2;0;-0.88770520687103;2.5093696117401;-12.496421813965;-9.1112270355225;-2;-0.67784678936005;3.0801122188568;2.5007710456848;2;-0.67784678936005;1;0;1;0;4;198;0;0;0;0
63;1;15.989314079284668;460;2;0;1.0671343803406;2.5047025680542;-12.49887752533;-7.4202833175659;-2;0.09784671664238;4.4818277359009;2.0758974552155;2;0.09784671664238;1;0;1;0;4;198;0;0;0;0
64;1;16.239376068115234;460;2;0;3.0172307491302;2.5000545978546;-11.783624649048;-6.4987525939941;-2;-1.5821532011032;4.5001888275146;0.44063395261765;2;-1.5821532011032;1;0;1;0;4;198;0;0;0;0
65;1;16.489181518554688;460;2;0;4.4921975135803;1.8827852010727;-10.048114776611;-6.4994335174561;-2;0.16215316951275;4.5022315979004;-1.347659945488;2;0.16215316951275;1;0;1;0;4;198;0;0;0;0
66;1;16.739517211914062;460;2;0;4.5005664825439;0.044335633516312;-8.4074468612671;-6.5001435279846;-2;-0.60215324163437;4.5009875297546;-2.9329299926758;2;-0.60215324163437;1;0;1;0;4;198;0;0;0;0
67;1;16.98880386352539;460;2;0;4.5002059936523;-2.0327479839325;-6.5778613090515;-6.5002422332764;-2;-0.81784677505493;4.5012059211731;-4.7458415031433;2;-0.81784677505493;1;0;1;0;4;198;0;0;0;0
68;1;17.239608764648438;460;2;0;4.496488571167;-3.9524567127228;-4.9109926223755;-6.4963159561157;-2;0.37784671783447;4.5004968643188;-6.4258570671082;2;0.37784671783447;1;0;1;0;4;198;0;0;0;0
69;1;17.490032196044922;460;2;0;4.5002660751343;-6.007643699646;-4.4999947547913;-5.0991740226746;-2;-1.4421532154083;2.8244364261627;-6.4980111122131;2;-1.4421532154083;1;0;1;0;4;198;0;0;0;0
70;1;17.73937225341797;460;2;0;3.3844957351685;-6.5006942749023;-4.4991035461426;-3.5236358642578;-2;-0.11784683167934;1.497039437294;-6.896605014801;2;-0.11784683167934;1;0;1;0;4;198;0;0;0;0
71;1;17.98876190185547;460;2;0;1.5148222446442;-6.6620507240295;-2.6846277713776;-3.4993734359741;-2;-0.46215325593948;1.500458240509;-8.7108163833618;2;-0.46215325593948;1;0;1;0;4;198;0;0;0;0
72;1;18.239185333251953;460;2;0;1.5004703998566;-8.5344543457031;-1.004620552063;-3.4994564056396;-2;-1.0978467464447;0.56896263360977;-9.5013465881348;2;-1.0978467464447;1;0;1;0;4;198;0;0;0;0
73;1;18.48862075805664;470;2;0;2.6050806045532;-9.5006675720215;0.80623692274094;-3.4994192123413;-2;0.51784670352936;-1.2455416917801;-9.4964399337769;2;0.51784670352936;2;0;1;0;4;197;0;0;0;0
74;1;18.73895263671875;470;2;0;0.68348729610443;-9.4987783432007;2.4182937145233;-3.5000112056732;-2;-1.1621532440186;-2.8805384635925;-9.4991436004639;2;-1.1621532440186;2;0;1;0;4;197;0;0;0;0
75;1;18.988452911376953;470;2;0;-1.3745051622391;-9.483998298645;4.231511592865;-3.4994354248047;-2;-0.25784683227539;-4.431113243103;-9.7820329666138;2;-0.25784683227539;2;0;1;0;4;197;0;0;0;0
76;1;19.23943328857422;490;2;0;-3.2583918571472;-9.4992332458496;4.5006370544434;-4.8255248069763;-2;-0.18215328454971;-4.4998359680176;-11.422033309937;2;-0.18215328454971;2;0;1;0;4;195;0;0;0;0
77;1;19.48908233642578;510;2;0;-4.5008764266968;-10.301737785339;4.3609132766724;-6.5020823478699;-1.1187908649445;-0.47882869839668;-3.7090456485748;-12.501257896423;2;-1.2378467321396;2;1;1;0;4;193;0;0;0;0
78;1;19.738357543945312;530;2;0;-4.5022377967834;-12.18662071228;2.7735044956207;-6.5039405822754;-0.12038016319275;-0.49772199988365;-2.0301983356476;-12.499501228333;2;0.44215315580368;2;1;1;0;4;191;0;0;0;0
79;1;19.98863983154297;550;2;0;-2.8037595748901;-12.496550559998;1.4974848031998;-7.0697722434998;0;-0.5;-1.4994567632675;-13.843370437622;2;-1.0221532583237;2;1;1;0;4;189;0;0;0;0
80;1;20.238323211669922;560;2;0;-2.1638429164886;-12.502028465271;1.5013817548752;-8.6393718719482;0;-0.5;-1.4994370937347;-15.519300460815;2;-0.53784680366516;2;1;1;0;4;188;0;0;0;0
81;1;20.48992919921875;560;2;0;-4.1975331306458;-12.501375198364;0.50645875930786;-9.5018510818481;0;0.16359210014343;-3.229287147522;-15.501998901367;2;-0.042153283953667;2;1;2;0;4;188;0;0;0;0
82;1;20.73914337158203;560;2;0;-4.4962387084961;-12.495223999023;-1.061105966568;-9.4958848953247;0;0.91143131256104;-4.8625264167786;-15.499652862549;2;-1.5178467035294;2;1;2;0;4;188;0;0;0;0
83;1;20.989322662353516;560;2;0;-4.4997682571411;-10.948925971985;-2.9113132953644;-9.4997606277466;0;1.6618328094482;-6.6816430091858;-15.499419212341;2;0.3021531701088;2;1;2;0;4;188;0;0;0;0
84;1;21.240036010742188;560;1;0;-4.5007348060608;-9.9897861480713;-4.3419752120972;-9.5156145095825;0;2.4140496253967;-8.2760515213013;-15.49937915802;2;-0.74215322732925;2;1;2;0;4;188;0;0;0;0
